Series	year	month	day	data_recorder	data_collector	boat_driver	starttime_hour	starttime_min	endtime_hour	endtime_min	site	surfacetemp_fishfinder_farenheit	depth_ft	airtemp_c	percentcloudcover	precipitation	precip_type	windspeed_kmh	wind_direction	hightide1_hour	hightide1_min	hightide1_m	lowtide1_hour	lowtide1_min	lowtide1_m	hightide2_hour	hightide2_min	hightide2_m	lowtide2_hour	lowtide2_min	lowtide2_m	tek_plants	tek_birds	tek_amphibians	tek_invertebrates	gateactivity1_type	gateactivity1_hour	gateactivity1_min	gateactvity1_notes	gateactivity2_type	gateactivity2_hour	gateactivity2_min	gateactivity2_notes	gateactivity3_type	gateactivity3_hour	gateactivity3_min	gateactivity3_notes	gateactivity4_type	gateactivity4_hour	gateactivity4_min	gateactivity4_notes	gear_type	net_material	meshsize_inch	eelpotnumber	eelpot_bait	eelpot_baittype	gps_waypoint_in	utm_in_zone	utm_in_n	utm_in_e	utm_out_n	utm_out_e	gearnumber_set	set_number	newsetnum	timein_year	timein_month	timein_day	timein_hour	timein_min	timeout_month	timeout_day	timeout_hour	timeout_min	capture	common_name	species_name	unknown_species_note	fl_cm	tl_cm	sex	weight_g	abundance	notes	notes2
2918	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	28.2	30.4	F	NA	1	NA	NA
2919	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	3	NA	2017	5	14	12	47	5	14	13	12	Y	Alewife	Alosa pseudoharengus	NA	26	29.1	F	NA	1	NA	NA
2920	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	2.89	NA	NA	NA	NA	20	NA	NA	NA	NA	11	4	NA	2017	5	14	13	28	5	14	13	49	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2921	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	5.5	NA	NA	NA	NA	20	NA	NA	NA	NA	12	1	NA	2017	5	14	5	54	5	14	6	34	Y	Striped Bass	Morone saxatilis	NA	72.8	78	NA	NA	1	NA	NA
2922	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	12	2	NA	2017	5	14	10	16	5	14	11	39	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2923	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	12	3	NA	2017	5	14	11	34	5	14	12	33	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2924	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	12	4	NA	2017	5	14	12	35	5	14	13	11	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2925	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	13	1	NA	2017	5	14	5	56	5	14	6	33	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2926	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	13	2	NA	2017	5	14	10	14	5	14	11	39	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2927	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	13	3	NA	2017	5	14	11	39	5	14	12	36	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2928	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	13	4	NA	2017	5	14	12	35	5	14	13	10	Y	White Perch	Morone americana	NA	NA	14.2	NA	NA	1	NA	NA
2929	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Monofilament	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	13	4	NA	2017	5	14	12	35	5	14	13	10	Y	White Perch	Morone americana	NA	NA	14.8	NA	NA	1	NA	NA
2930	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	1.5	NA	NA	NA	NA	20	NA	NA	NA	NA	14	1	NA	2017	5	14	5	58	5	14	6	32	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2931	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	1.5	NA	NA	NA	NA	20	NA	NA	NA	NA	14	2	NA	2017	5	14	10	13	5	14	11	30	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2932	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	1.5	NA	NA	NA	NA	20	NA	NA	NA	NA	14	3	NA	2017	5	14	11	38	5	14	12	32	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2933	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	1.5	NA	NA	NA	NA	20	NA	NA	NA	NA	14	4	NA	2017	5	14	12	36	5	14	13	9	Y	Alewife	Alosa pseudoharengus	NA	25.1	27	M	NA	1	NA	NA
2934	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	1.5	NA	NA	NA	NA	20	NA	NA	NA	NA	14	4	NA	2017	5	14	12	36	5	14	13	9	Y	White Perch	Morone americana	NA	NA	15.3	NA	NA	1	not well only TL measured	NA
2935	2017	5	14	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	3	30	16	53	Lakeside	51.4	11	9	30	N	NA	13	ESE	3	40	7.5	10	0	-2.2	17	5	7	22	20	-1.6	plum trees blossoming & 1st set of dandelions seeded indicative of onset of second gaspereau spawning run 	NA	NA	NA	closed	3	28	closed on arrival	open	6	59	"light on, gates open"	closed	12	43	closed again	NA	NA	NA	NA	Gillnet	Nylon	1.5	NA	NA	NA	NA	20	NA	NA	NA	NA	14	4	NA	2017	5	14	12	36	5	14	13	9	Y	White Perch	Morone americana	NA	NA	16	NA	NA	1	not well only TL measured	NA
2936	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	29.3	32.5	F	NA	1	NA	NA
2937	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	28.4	31.4	F	NA	1	NA	NA
2938	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	27.3	30	F	NA	1	NA	NA
2939	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	28.9	32.5	F	NA	1	NA	NA
2940	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	29.1	33	F	NA	1	NA	NA
2941	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	27.2	29.5	F	NA	1	NA	NA
2942	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	24.6	26.8	F	NA	1	NA	NA
2943	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	26.5	29.7	M	NA	1	NA	NA
2944	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	24.1	27.3	F	NA	1	NA	NA
2945	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	25.3	27	M	NA	1	NA	NA
2946	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Alewife	Alosa pseudoharengus	NA	26.8	28.2	M	NA	1	NA	NA
2947	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Striped Bass	Morone saxatilis	NA	NA	41.5	NA	NA	1	NA	NA
2948	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Striped Bass	Morone saxatilis	NA	NA	38.9	NA	NA	1	NA	NA
2949	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Striped Bass	Morone saxatilis	NA	NA	33.3	NA	NA	1	NA	NA
2950	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	20	NA	NA	NA	NA	1	1	NA	2017	5	15	1	48	5	15	2	22	Y	Striped Bass	Morone saxatilis	NA	NA	54.6	NA	NA	1	NA	NA
2951	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	27.4	30	F	NA	1	NA	NA
2952	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	26.5	28.9	F	NA	1	NA	NA
2953	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	27	29.5	F	NA	1	NA	NA
2954	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	28.4	30.1	F	NA	1	NA	NA
2955	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	27.5	29.5	F	NA	1	NA	NA
2956	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	27.6	30.2	F	NA	1	NA	NA
2957	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	28.1	30.1	F	NA	1	NA	NA
2958	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	26.4	28.8	F	NA	1	NA	NA
2959	2017	5	15	Maja Reinhartsen	Maja Reinhartsen	Darren Porter	13	30	21	40	Tideside	52.1	16.2	11	100	Y	Rain	9	SSW	4	20	7.3	10	35	-2.1	16	45	6.8	22	50	-1.4	white cherry blossoms in bloom indicative of second gaspereau spawning run	NA	NA	NA	closed	13	37	"closed upon arrival, opened within an hour for about 13 minutes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	2.75	NA	NA	NA	NA	20	NA	NA	NA	NA	2	1	NA	2017	5	15	1	49	5	15	2	38	Y	Alewife	Alosa pseudoharengus	NA	25.5	27.1	F	NA	1	NA	NA
